,Row_ID,Game_ID,Team,Player_ID,Number,Name,Min,FGM,FGA,FG%,2ptsM,2ptsA,2pts%,3ptsM,3ptsA,3pts%,FTM,FTA,FT%,ORebs,DRebs,Rebs,As,PF,To,Stl,Blks,Pts,y
5994,140271,173_08_09,SUDAN,0,TOTALS,SUDAN,200,23,52,44.2,21,38,55.3,2,14,14.3,18,37,48.6,15,39,54,9,16,35,7,3,66,1
5995,140284,173_08_09,BURUNDI,0,TOTALS,BURUNDI,200,24,79,30.4,17,45,37.8,7,34,20.6,6,14,42.9,16,20,36,11,31,20,18,1,61,0
5996,140296,173_08_10,RWANDA,0,TOTALS,RWANDA,200,41,83,49.4,34,54,63.0,7,29,24.1,11,23,47.8,30,19,49,16,27,18,3,6,100,0
5997,140309,173_08_10,UGANDA,0,TOTALS,UGANDA,200,25,63,39.7,19,45,42.2,6,18,33.3,27,48,56.2,17,16,33,4,23,22,4,2,83,1
5998,140322,173_08_11,KENYA,0,TOTALS,KENYA,200,37,72,51.4,32,56,57.1,5,16,31.2,21,35,60.0,20,27,47,16,14,23,12,6,100,0
5999,140335,173_08_11,BURUNDI,0,TOTALS,BURUNDI,200,28,74,37.8,24,54,44.4,4,20,20.0,9,19,47.4,20,21,41,13,29,27,13,2,69,1
6000,140347,173_08_12,RWANDA,0,TOTALS,RWANDA,200,29,72,40.3,19,41,46.3,10,31,32.3,8,18,44.4,18,25,43,21,16,14,12,6,76,1
6001,140360,173_08_12,SUDAN,0,TOTALS,SUDAN,200,24,69,34.8,20,48,41.7,4,21,19.0,11,22,50.0,22,31,53,18,15,17,11,3,63,0
6002,140373,173_08_13,KENYA,0,TOTALS,KENYA,200,24,66,36.4,23,57,40.4,1,9,11.1,17,24,70.8,13,33,46,11,16,16,7,8,66,1
6003,140385,173_08_13,RWANDA,0,TOTALS,RWANDA,200,19,72,26.4,15,40,37.5,4,32,12.5,9,21,42.9,14,23,37,6,19,13,12,7,51,0
6004,140398,173_08_14,UGANDA,0,TOTALS,UGANDA,225,31,75,41.3,25,50,50.0,6,25,24.0,24,40,60.0,9,33,42,16,37,32,16,1,92,0
6005,140411,173_08_14,SUDAN,0,TOTALS,SUDAN,225,30,77,39.0,25,58,43.1,5,19,26.3,30,60,50.0,21,21,42,11,28,31,14,6,95,1
6006,140424,173_08_15,BURUNDI,0,TOTALS,BURUNDI,200,18,67,26.9,16,48,33.3,2,19,10.5,11,21,52.4,8,21,29,7,19,19,12,0,49,0
6007,140436,173_08_15,RWANDA,0,TOTALS,RWANDA,200,22,59,37.3,20,40,50.0,2,19,10.5,12,26,46.2,17,22,39,8,22,21,2,2,58,1
6008,140449,173_08_16,KENYA,0,TOTALS,KENYA,200,33,72,45.8,30,65,46.2,3,7,42.9,20,40,50.0,35,32,67,28,20,30,17,2,89,1
6009,140462,173_08_16,UGANDA,0,TOTALS,UGANDA,200,23,60,38.3,19,48,39.6,4,12,33.3,5,16,31.2,8,18,26,16,29,29,9,1,55,0
6010,140475,173_08_17,CAF,0,TOTALS,CAF,200,18,50,36.0,16,43,37.2,2,7,28.6,16,28,57.1,13,15,28,10,12,16,6,4,54,1
6011,140488,173_08_17,CAMEROON,0,TOTALS,CAMEROON,200,24,57,42.1,22,45,48.9,2,12,16.7,0,5,0.0,3,17,20,6,26,21,5,3,50,0
6012,140501,173_08_18,CAMEROON,0,TOTALS,CAMEROON,200,19,55,34.5,12,28,42.9,7,27,25.9,6,16,37.5,12,20,32,8,43,26,11,3,51,0
6013,140514,173_08_18,CAF,0,TOTALS,CAF,200,15,45,33.3,12,29,41.4,3,16,18.8,25,52,48.1,29,17,46,20,17,35,13,4,58,1
6014,140526,174_08_01,SENEGAL,0,TOTALS,SENEGAL,8,7,7,100.0,6,6,100.0,1,1,100.0,9,9,100.0,0,2,2,1,11,0,2,0,24,0
6015,140539,174_08_01,MALI,0,TOTALS,MALI,11,10,10,100.0,7,7,100.0,3,3,100.0,3,3,100.0,4,6,10,2,18,16,0,0,26,1
6016,140551,174_08_02,SENEGAL,0,TOTALS,SENEGAL,9,15,28,53.6,13,24,54.2,2,4,50.0,9,22,40.9,6,11,17,3,14,9,0,0,41,1
6017,140564,174_08_02,GUINEA,0,TOTALS,GUINEA,11,5,24,20.8,3,18,16.7,2,6,33.3,9,16,56.2,1,7,8,1,16,6,2,1,21,0
6018,140577,174_08_03,MALI,0,TOTALS,MALI,11,10,22,45.5,8,14,57.1,2,8,25.0,4,10,40.0,2,6,8,1,14,9,2,1,26,0
6019,140590,174_08_03,GUINEA-BISSAU,0,TOTALS,GUINEA-BISSAU,10,10,34,29.4,6,20,30.0,4,14,28.6,5,8,62.5,6,5,11,5,15,8,4,1,29,1
6020,140603,174_08_04,GUINEA-BISSAU,0,TOTALS,GUINEA-BISSAU,8,13,37,35.1,9,18,50.0,4,19,21.1,3,7,42.9,4,5,9,3,17,8,2,0,33,1
6021,140616,174_08_04,GUINEA,0,TOTALS,GUINEA,10,10,32,31.2,9,24,37.5,1,8,12.5,3,10,30.0,9,6,15,0,13,8,1,1,24,0
6022,140629,174_08_05,GUINEA,0,TOTALS,GUINEA,12,4,25,16.0,4,20,20.0,0,5,0.0,7,14,50.0,7,7,14,1,17,9,1,0,15,0
6023,140642,174_08_05,MALI,0,TOTALS,MALI,10,7,25,28.0,6,18,33.3,1,7,14.3,5,20,25.0,5,9,14,1,21,10,2,2,20,1
6024,140655,174_08_06,GUINEA-BISSAU,0,TOTALS,GUINEA-BISSAU,10,14,40,35.0,12,28,42.9,2,12,16.7,3,12,25.0,2,9,11,1,17,4,3,2,33,1
6025,140667,174_08_06,SENEGAL,0,TOTALS,SENEGAL,10,12,36,33.3,11,32,34.4,1,4,25.0,5,20,25.0,5,20,25,0,17,7,4,1,30,0
6026,140806,176_08_01,BRAZIL,0,TOTALS,BRAZIL,200,29,61,47.5,21,39,53.8,8,22,36.4,17,22,77.3,5,33,38,17,23,18,12,4,83,1
6027,140817,176_08_01,COLOMBIA,0,TOTALS,COLOMBIA,200,24,66,36.4,19,51,37.3,5,15,33.3,22,29,75.9,10,29,39,7,19,14,13,2,75,0
6028,140828,176_08_02,ARGENTINA,0,TOTALS,ARGENTINA,200,22,57,38.6,19,34,55.9,3,23,13.0,32,42,76.2,7,21,28,8,31,12,9,6,79,1
6029,140840,176_08_02,VENEZUELA,0,TOTALS,VENEZUELA,200,25,59,42.4,22,42,52.4,3,17,17.6,24,32,75.0,11,31,42,6,36,20,6,2,77,0
6030,140852,176_08_03,CHILE,0,TOTALS,CHILE,200,25,63,39.7,22,42,52.4,3,21,14.3,13,16,81.2,9,21,30,10,29,24,9,3,66,0
6031,140864,176_08_03,URUGUAY,0,TOTALS,URUGUAY,200,26,56,46.4,20,36,55.6,6,20,30.0,23,27,85.2,8,27,35,13,24,24,13,4,81,1
6032,140876,176_08_04,ARGENTINA,0,TOTALS,ARGENTINA,200,37,61,60.7,26,42,61.9,11,19,57.9,19,28,67.9,4,34,38,22,24,16,6,4,104,0
6033,140888,176_08_04,COLOMBIA,0,TOTALS,COLOMBIA,200,23,65,35.4,15,45,33.3,8,20,40.0,21,28,75.0,7,22,29,8,25,15,9,2,75,1
6034,140899,176_08_05,BRAZIL,0,TOTALS,BRAZIL,200,26,57,45.6,21,44,47.7,5,13,38.5,13,21,61.9,8,32,40,16,20,21,6,4,70,1
6035,140912,176_08_05,CHILE,0,TOTALS,CHILE,200,20,60,33.3,12,35,34.3,8,25,32.0,21,23,91.3,7,24,31,8,23,15,14,4,69,0
6036,140924,176_08_06,VENEZUELA,0,TOTALS,VENEZUELA,200,26,62,41.9,20,38,52.6,6,24,25.0,12,23,52.2,12,14,26,15,30,21,10,3,70,0
6037,140937,176_08_06,URUGUAY,0,TOTALS,URUGUAY,200,26,55,47.3,15,30,50.0,11,25,44.0,25,30,83.3,6,25,31,13,23,20,10,2,88,1
6038,140948,176_08_07,URUGUAY,0,TOTALS,URUGUAY,200,28,50,56.0,16,30,53.3,12,20,60.0,20,21,95.2,3,27,30,20,15,16,7,3,88,1
6039,140959,176_08_07,COLOMBIA,0,TOTALS,COLOMBIA,200,32,74,43.2,26,56,46.4,6,18,33.3,8,14,57.1,15,17,32,12,25,9,9,1,78,0
6040,140972,176_08_08,BRAZIL,0,TOTALS,BRAZIL,200,25,58,43.1,22,40,55.0,3,18,16.7,15,26,57.7,10,22,32,10,19,20,5,1,68,1
6041,140985,176_08_08,ARGENTINA,0,TOTALS,ARGENTINA,200,40,73,54.8,33,52,63.5,7,21,33.3,15,18,83.3,11,27,38,26,21,10,10,6,102,0
6042,140997,176_08_09,CHILE,0,TOTALS,CHILE,200,23,55,41.8,15,36,41.7,8,19,42.1,22,26,84.6,5,22,27,13,27,16,7,4,76,0
6043,141008,176_08_09,VENEZUELA,0,TOTALS,VENEZUELA,200,32,62,51.6,26,45,57.8,6,17,35.3,24,30,80.0,10,24,34,16,21,13,8,3,94,1
6044,141019,176_08_10,URUGUAY,0,TOTALS,URUGUAY,200,33,59,55.9,24,42,57.1,9,17,52.9,27,37,73.0,9,21,30,15,29,20,6,2,102,0
6045,141030,176_08_10,ARGENTINA,0,TOTALS,ARGENTINA,200,31,66,47.0,25,42,59.5,6,24,25.0,25,32,78.1,15,18,33,13,24,16,4,0,93,1
6046,141041,176_08_11,BRAZIL,0,TOTALS,BRAZIL,200,33,58,56.9,28,46,60.9,5,12,41.7,23,28,82.1,13,27,40,18,25,17,6,2,94,1
6047,141054,176_08_11,VENEZUELA,0,TOTALS,VENEZUELA,200,32,70,45.7,27,56,48.2,5,14,35.7,15,19,78.9,11,11,22,8,22,10,8,1,84,0
6048,141065,176_08_12,CHILE,0,TOTALS,CHILE,200,25,61,41.0,17,37,45.9,8,24,33.3,10,14,71.4,8,31,39,11,20,18,2,2,68,0
6049,141074,176_08_12,COLOMBIA,0,TOTALS,COLOMBIA,200,29,65,44.6,23,51,45.1,6,14,42.9,7,19,36.8,7,27,34,14,15,10,9,2,71,1
6050,141084,176_08_13,COLOMBIA,0,TOTALS,COLOMBIA,200,30,64,46.9,23,41,56.1,7,23,30.4,8,12,66.7,8,20,28,12,12,13,14,1,75,0
6051,141096,176_08_13,VENEZUELA,0,TOTALS,VENEZUELA,200,32,62,51.6,23,44,52.3,9,18,50.0,9,15,60.0,11,21,32,17,9,14,5,3,82,1
6052,141108,176_08_14,CHILE,0,TOTALS,CHILE,200,25,62,40.3,19,46,41.3,6,16,37.5,14,17,82.4,6,25,31,15,27,15,6,0,70,0
6053,141121,176_08_14,ARGENTINA,0,TOTALS,ARGENTINA,200,29,57,50.9,25,43,58.1,4,14,28.6,25,35,71.4,8,29,37,14,18,11,6,3,87,1
6054,141132,176_08_15,BRAZIL,0,TOTALS,BRAZIL,200,37,71,52.1,34,61,55.7,3,10,30.0,9,15,60.0,14,25,39,22,28,16,4,4,86,1
6055,141143,176_08_15,URUGUAY,0,TOTALS,URUGUAY,200,24,59,40.7,18,40,45.0,6,19,31.6,23,27,85.2,8,20,28,9,17,13,5,1,77,0
6056,141152,176_08_16,BRAZIL,0,TOTALS,BRAZIL,200,31,69,44.9,28,58,48.3,3,11,27.3,7,9,77.8,15,22,37,16,14,10,5,4,72,0
6057,141162,176_08_16,VENEZUELA,0,TOTALS,VENEZUELA,200,35,70,50.0,29,54,53.7,6,16,37.5,11,13,84.6,11,26,37,14,11,7,4,3,87,1
6058,141173,176_08_17,ARGENTINA,0,TOTALS,ARGENTINA,200,35,58,60.3,26,39,66.7,9,19,47.4,21,29,72.4,5,17,22,13,27,10,10,3,100,0
6059,141184,176_08_17,URUGUAY,0,TOTALS,URUGUAY,200,29,51,56.9,22,35,62.9,7,16,43.8,30,35,85.7,5,20,25,10,27,16,3,1,95,1
6060,141633,178_08_01,CUBA,0,TOTALS,CUBA,200,35,75,46.7,27,51,52.9,8,24,33.3,23,28,82.1,7,22,29,18,21,13,9,2,101,0
6061,141644,178_08_01,PANAMA,0,TOTALS,PANAMA,200,28,66,42.4,23,48,47.9,5,18,27.8,24,31,77.4,8,16,24,9,23,14,6,5,85,1
6062,141656,178_08_02,MEXICO,0,TOTALS,MEXICO,200,35,60,58.3,28,40,70.0,7,20,35.0,15,23,65.2,18,21,39,13,13,8,7,0,92,1
6063,141669,178_08_02,EL SALVADOR,0,TOTALS,EL SALVADOR,200,14,57,24.6,10,32,31.2,4,25,16.0,4,11,36.4,15,6,21,4,17,13,2,0,36,0
6064,141682,178_08_03,PUERTO RICO,0,TOTALS,PUERTO RICO,200,33,72,45.8,22,44,50.0,11,28,39.3,8,16,50.0,8,33,41,19,11,15,11,4,85,1
6065,141695,178_08_03,COSTA RICA,0,TOTALS,COSTA RICA,200,26,73,35.6,18,49,36.7,8,24,33.3,8,14,57.1,12,30,42,6,18,19,4,1,68,0
6066,141707,178_08_04,VIRGIN ISLANDS,0,TOTALS,VIRGIN ISLANDS,200,28,68,41.2,18,44,40.9,10,24,41.7,17,27,63.0,15,10,25,8,20,5,5,2,83,1
6067,141720,178_08_04,DOMINICAN REPUBLIC,0,TOTALS,DOMINICAN REPUBLIC,200,28,54,51.9,22,40,55.0,6,14,42.9,12,21,57.1,20,9,29,8,26,9,2,3,74,0
6068,141733,178_08_05,DOMINICAN REPUBLIC,0,TOTALS,DOMINICAN REPUBLIC,200,42,69,60.9,36,48,75.0,6,21,28.6,16,22,72.7,9,32,41,12,6,14,8,2,106,0
6069,141745,178_08_05,EL SALVADOR,0,TOTALS,EL SALVADOR,200,16,62,25.8,9,32,28.1,7,30,23.3,2,2,100.0,3,16,19,5,19,18,6,0,41,1
6070,141758,178_08_06,PANAMA,0,TOTALS,PANAMA,200,37,79,46.8,25,49,51.0,12,30,40.0,5,13,38.5,18,28,46,17,20,16,7,9,91,1
6071,141771,178_08_06,COSTA RICA,0,TOTALS,COSTA RICA,200,20,75,26.7,16,61,26.2,4,14,28.6,17,28,60.7,12,21,33,9,20,20,9,3,61,0
6072,141782,178_08_07,VIRGIN ISLANDS,0,TOTALS,VIRGIN ISLANDS,200,24,59,40.7,20,45,44.4,4,14,28.6,19,27,70.4,10,19,29,5,24,13,7,1,71,0
6073,141794,178_08_07,MEXICO,0,TOTALS,MEXICO,200,24,55,43.6,15,32,46.9,9,23,39.1,18,29,62.1,12,21,33,14,26,9,8,2,75,1
6074,141806,178_08_08,CUBA,0,TOTALS,CUBA,200,34,68,50.0,29,47,61.7,5,21,23.8,17,28,60.7,10,20,30,12,22,15,5,2,90,1
6075,141819,178_08_08,PUERTO RICO,0,TOTALS,PUERTO RICO,200,38,70,54.3,28,50,56.0,10,20,50.0,17,25,68.0,6,21,27,24,21,12,8,1,103,0
6076,141832,178_08_09,EL SALVADOR,0,TOTALS,EL SALVADOR,200,23,56,41.1,13,26,50.0,10,30,33.3,10,14,71.4,9,12,21,8,21,14,7,0,66,0
6077,141845,178_08_09,VIRGIN ISLANDS,0,TOTALS,VIRGIN ISLANDS,200,31,57,54.4,21,31,67.7,10,26,38.5,14,25,56.0,11,20,31,11,19,10,9,1,86,1
6078,141858,178_08_10,COSTA RICA,0,TOTALS,COSTA RICA,200,28,69,40.6,23,54,42.6,5,15,33.3,16,21,76.2,9,21,30,10,23,19,9,0,77,0
6079,141870,178_08_10,CUBA,0,TOTALS,CUBA,200,33,67,49.3,27,49,55.1,6,18,33.3,22,33,66.7,10,23,33,11,17,16,11,1,94,1
6080,141880,178_08_11,PUERTO RICO,0,TOTALS,PUERTO RICO,200,33,67,49.3,20,39,51.3,13,28,46.4,28,37,75.7,4,20,24,19,15,11,7,1,107,1
6081,141890,178_08_11,PANAMA,0,TOTALS,PANAMA,200,39,73,53.4,29,51,56.9,10,22,45.5,14,19,73.7,4,22,26,19,26,14,7,2,102,0
6082,141902,178_08_12,MEXICO,0,TOTALS,MEXICO,200,29,58,50.0,24,36,66.7,5,22,22.7,7,14,50.0,8,20,28,10,22,10,7,6,70,0
6083,141912,178_08_12,DOMINICAN REPUBLIC,0,TOTALS,DOMINICAN REPUBLIC,200,28,59,47.5,23,44,52.3,5,15,33.3,17,22,77.3,11,21,32,8,14,11,8,3,78,1
6084,141922,178_08_13,VIRGIN ISLANDS,0,TOTALS,VIRGIN ISLANDS,200,32,73,43.8,29,60,48.3,3,13,23.1,11,18,61.1,17,23,40,11,15,20,4,2,78,1
6085,141934,178_08_13,CUBA,0,TOTALS,CUBA,200,24,61,39.3,20,46,43.5,4,15,26.7,9,12,75.0,8,12,20,11,21,14,14,1,61,0
6086,141946,178_08_14,MEXICO,0,TOTALS,MEXICO,200,34,59,57.6,25,40,62.5,9,19,47.4,13,21,61.9,7,21,28,16,16,12,10,6,90,1
6087,141959,178_08_14,COSTA RICA,0,TOTALS,COSTA RICA,200,28,75,37.3,20,52,38.5,8,23,34.8,9,14,64.3,16,14,30,3,23,15,8,2,73,0
6088,141971,178_08_15,PANAMA,0,TOTALS,PANAMA,200,37,57,64.9,25,34,73.5,12,23,52.2,14,28,50.0,9,26,35,22,21,14,8,1,100,0
6089,141984,178_08_15,EL SALVADOR,0,TOTALS,EL SALVADOR,200,20,66,30.3,14,37,37.8,6,29,20.7,13,19,68.4,14,12,26,7,20,19,4,0,59,1
6090,141994,178_08_16,PUERTO RICO,0,TOTALS,PUERTO RICO,200,29,67,43.3,20,42,47.6,9,25,36.0,9,14,64.3,8,24,32,11,21,9,4,1,76,1
6091,142005,178_08_16,DOMINICAN REPUBLIC,0,TOTALS,DOMINICAN REPUBLIC,200,28,68,41.2,25,51,49.0,3,17,17.6,15,21,71.4,10,27,37,12,19,9,3,2,74,0
6092,142016,178_08_17,COSTA RICA,0,TOTALS,COSTA RICA,200,27,59,45.8,22,35,62.9,5,24,20.8,17,24,70.8,12,23,35,8,21,19,8,1,76,0
6093,142028,178_08_17,EL SALVADOR,0,TOTALS,EL SALVADOR,200,28,65,43.1,20,39,51.3,8,26,30.8,15,21,71.4,10,9,19,11,21,18,10,1,79,1
6094,142040,178_08_18,CUBA,0,TOTALS,CUBA,200,26,60,43.3,19,41,46.3,7,19,36.8,15,24,62.5,3,17,20,12,21,10,3,2,74,1
6095,142052,178_08_18,DOMINICAN REPUBLIC,0,TOTALS,DOMINICAN REPUBLIC,200,41,66,62.1,32,49,65.3,9,17,52.9,11,16,68.8,4,25,29,17,20,10,4,5,102,0
6096,142065,178_08_19,MEXICO,0,TOTALS,MEXICO,200,30,51,58.8,23,32,71.9,7,19,36.8,37,44,84.1,9,22,31,15,24,12,8,6,104,0
6097,142077,178_08_19,PANAMA,0,TOTALS,PANAMA,200,24,63,38.1,20,44,45.5,4,19,21.1,15,20,75.0,10,14,24,3,28,13,7,0,67,1
6098,142087,178_08_20,VIRGIN ISLANDS,0,TOTALS,VIRGIN ISLANDS,200,25,83,30.1,21,67,31.3,4,16,25.0,16,20,80.0,24,18,42,9,14,11,7,0,70,0
6099,142097,178_08_20,PUERTO RICO,0,TOTALS,PUERTO RICO,200,33,61,54.1,18,34,52.9,15,27,55.6,6,7,85.7,7,24,31,15,18,16,5,5,87,1
6100,142488,180_08_01,USA,0,TOTALS,USA,200,30,67,44.8,29,51,56.9,1,16,6.2,21,28,75.0,13,31,44,16,22,19,11,7,82,1
6101,142501,180_08_01,VENEZUELA,0,TOTALS,VENEZUELA,200,22,64,34.4,14,48,29.2,8,16,50.0,21,32,65.6,11,23,34,12,18,20,10,4,73,0
6102,142514,180_08_02,PUERTO RICO,0,TOTALS,PUERTO RICO,200,32,69,46.4,26,46,56.5,6,23,26.1,27,42,64.3,18,34,52,21,14,11,10,7,97,1
6103,142527,180_08_02,BAHAMAS,0,TOTALS,BAHAMAS,200,27,80,33.8,23,55,41.8,4,25,16.0,7,14,50.0,19,23,42,13,30,18,5,3,65,0
6104,142540,180_08_03,CANADA,0,TOTALS,CANADA,200,29,62,46.8,25,46,54.3,4,16,25.0,16,23,69.6,14,44,58,15,12,22,5,4,78,1
6105,142551,180_08_03,MEXICO,0,TOTALS,MEXICO,200,25,76,32.9,15,43,34.9,10,33,30.3,5,12,41.7,8,18,26,14,16,8,16,4,65,0
6106,142564,180_08_04,ARGENTINA,0,TOTALS,ARGENTINA,200,35,64,54.7,28,45,62.2,7,19,36.8,9,22,40.9,9,28,37,20,23,14,10,0,86,1
6107,142577,180_08_04,URUGUAY,0,TOTALS,URUGUAY,200,16,47,34.0,15,37,40.5,1,10,10.0,19,33,57.6,6,23,29,7,25,20,7,0,52,0
6108,142589,180_08_05,BAHAMAS,0,TOTALS,BAHAMAS,200,16,61,26.2,11,47,23.4,5,14,35.7,14,26,53.8,11,17,28,7,26,29,9,6,51,1
6109,142602,180_08_05,USA,0,TOTALS,USA,200,44,91,48.4,38,71,53.5,6,20,30.0,21,34,61.8,30,28,58,21,21,22,19,14,115,0
6110,142615,180_08_06,URUGUAY,0,TOTALS,URUGUAY,200,18,62,29.0,13,41,31.7,5,21,23.8,15,27,55.6,14,19,33,9,25,17,7,2,56,0
6111,142627,180_08_06,CANADA,0,TOTALS,CANADA,200,25,60,41.7,18,40,45.0,7,20,35.0,19,27,70.4,13,32,45,11,22,19,12,7,76,1
6112,142640,180_08_07,VENEZUELA,0,TOTALS,VENEZUELA,200,28,60,46.7,24,43,55.8,4,17,23.5,16,31,51.6,11,41,52,20,31,38,11,7,76,0
6113,142651,180_08_07,PUERTO RICO,0,TOTALS,PUERTO RICO,200,36,92,39.1,29,62,46.8,7,30,23.3,15,25,60.0,18,20,38,20,23,21,18,6,94,1
6114,142664,180_08_08,MEXICO,0,TOTALS,MEXICO,200,27,69,39.1,17,43,39.5,10,26,38.5,5,6,83.3,4,19,23,15,22,16,10,6,69,1
6115,142677,180_08_08,ARGENTINA,0,TOTALS,ARGENTINA,200,39,76,51.3,29,57,50.9,10,19,52.6,20,30,66.7,20,34,54,24,10,18,11,5,108,0
6116,142687,180_08_09,MEXICO,0,TOTALS,MEXICO,200,18,63,28.6,14,37,37.8,4,26,15.4,11,18,61.1,9,28,37,9,28,18,11,7,51,0
6117,142699,180_08_09,URUGUAY,0,TOTALS,URUGUAY,200,22,65,33.8,19,52,36.5,3,13,23.1,16,33,48.5,20,35,55,10,19,21,8,8,63,1
6118,142712,180_08_10,BAHAMAS,0,TOTALS,BAHAMAS,200,24,81,29.6,13,50,26.0,11,31,35.5,5,13,38.5,17,23,40,16,31,19,14,4,64,0
6119,142722,180_08_10,VENEZUELA,0,TOTALS,VENEZUELA,200,28,55,50.9,25,40,62.5,3,15,20.0,26,47,55.3,13,37,50,13,15,24,10,8,85,1
6120,142735,180_08_11,PUERTO RICO,0,TOTALS,PUERTO RICO,200,21,76,27.6,13,47,27.7,8,29,27.6,14,21,66.7,14,21,35,10,19,13,6,3,64,1
6121,142748,180_08_11,USA,0,TOTALS,USA,200,39,82,47.6,28,50,56.0,11,32,34.4,17,23,73.9,20,39,59,23,20,12,6,8,106,0
6122,142759,180_08_12,ARGENTINA,0,TOTALS,ARGENTINA,200,27,62,43.5,22,48,45.8,5,14,35.7,15,21,71.4,11,27,38,16,24,24,9,9,74,1
6123,142770,180_08_12,CANADA,0,TOTALS,CANADA,200,21,69,30.4,14,46,30.4,7,23,30.4,15,20,75.0,11,17,28,10,23,18,9,6,64,0
6124,142782,180_08_13,URUGUAY,0,TOTALS,URUGUAY,200,30,67,44.8,27,55,49.1,3,12,25.0,13,32,40.6,19,29,48,16,17,26,11,4,76,1
6125,142794,180_08_13,BAHAMAS,0,TOTALS,BAHAMAS,200,26,70,37.1,20,50,40.0,6,20,30.0,11,16,68.8,12,24,36,12,25,19,12,8,69,0
6126,142807,180_08_14,VENEZUELA,0,TOTALS,VENEZUELA,200,35,73,47.9,31,50,62.0,4,23,17.4,16,31,51.6,25,33,58,11,19,22,11,8,90,1
6127,142820,180_08_14,MEXICO,0,TOTALS,MEXICO,200,29,77,37.7,14,33,42.4,15,44,34.1,5,11,45.5,13,16,29,17,26,15,8,6,78,0
6128,142833,180_08_15,USA,0,TOTALS,USA,200,36,81,44.4,33,66,50.0,3,15,20.0,7,13,53.8,19,32,51,14,20,12,9,4,82,1
6129,142844,180_08_15,CANADA,0,TOTALS,CANADA,200,26,65,40.0,21,48,43.8,5,17,29.4,9,17,52.9,9,27,36,7,15,18,5,4,66,0
6130,142857,180_08_16,ARGENTINA,0,TOTALS,ARGENTINA,200,28,65,43.1,16,36,44.4,12,29,41.4,15,31,48.4,16,34,50,17,17,14,4,2,83,1
6131,142869,180_08_16,PUERTO RICO,0,TOTALS,PUERTO RICO,200,26,67,38.8,17,44,38.6,9,23,39.1,7,15,46.7,4,21,25,14,25,8,6,5,68,0
6132,142880,180_08_17,URUGUAY,0,TOTALS,URUGUAY,200,22,64,34.4,15,44,34.1,7,20,35.0,12,24,50.0,15,21,36,13,27,26,16,0,63,0
6133,142892,180_08_17,VENEZUELA,0,TOTALS,VENEZUELA,200,21,53,39.6,15,33,45.5,6,20,30.0,26,30,86.7,8,26,34,14,24,27,17,3,74,1
6134,142904,180_08_18,CANADA,0,TOTALS,CANADA,200,36,64,56.2,32,55,58.2,4,9,44.4,7,11,63.6,16,33,49,17,16,20,5,11,83,1
6135,142914,180_08_18,PUERTO RICO,0,TOTALS,PUERTO RICO,200,25,74,33.8,17,50,34.0,8,24,33.3,10,15,66.7,17,12,29,11,12,10,10,1,68,0
6136,143305,182_08_01,URUGUAY,0,TOTALS,URUGUAY,200,13,46,28.3,12,32,37.5,1,14,7.1,8,22,36.4,6,12,18,7,22,32,26,0,35,0
6137,143318,182_08_01,ARGENTINA,0,TOTALS,ARGENTINA,200,29,61,47.5,25,44,56.8,4,17,23.5,10,31,32.3,5,12,17,21,18,27,23,1,72,1
6138,143331,182_08_02,VENEZUELA,0,TOTALS,VENEZUELA,200,37,68,54.4,30,50,60.0,7,18,38.9,12,24,50.0,8,17,25,18,21,19,28,2,93,1
6139,143344,182_08_02,PERU,0,TOTALS,PERU,200,17,50,34.0,14,38,36.8,3,12,25.0,4,6,66.7,1,10,11,13,10,35,18,0,41,0
6140,143357,182_08_03,PERU,0,TOTALS,PERU,200,22,53,41.5,20,45,44.4,2,8,25.0,6,20,30.0,3,7,10,6,19,27,25,0,52,0
6141,143370,182_08_03,BRAZIL,0,TOTALS,BRAZIL,200,27,61,44.3,23,46,50.0,4,15,26.7,14,22,63.6,8,12,20,17,13,22,28,0,72,1
6142,143383,182_08_04,VENEZUELA,0,TOTALS,VENEZUELA,200,24,61,39.3,21,48,43.8,3,13,23.1,13,35,37.1,9,14,23,19,14,12,27,1,64,1
6143,143396,182_08_04,URUGUAY,0,TOTALS,URUGUAY,200,20,51,39.2,17,39,43.6,3,12,25.0,7,13,53.8,1,13,14,14,30,27,18,5,50,0
6144,143409,182_08_05,URUGUAY,0,TOTALS,URUGUAY,200,22,55,40.0,16,39,41.0,6,16,37.5,14,28,50.0,4,17,21,21,22,25,34,5,64,1
6145,143422,182_08_05,PERU,0,TOTALS,PERU,200,11,40,27.5,10,29,34.5,1,11,9.1,13,21,61.9,3,10,13,6,23,36,25,0,36,0
6146,143435,182_08_06,ARGENTINA,0,TOTALS,ARGENTINA,200,24,48,50.0,22,35,62.9,2,13,15.4,14,32,43.8,1,13,14,12,26,21,27,6,64,1
6147,143448,182_08_06,BRAZIL,0,TOTALS,BRAZIL,200,10,43,23.3,9,32,28.1,1,11,9.1,23,32,71.9,2,14,16,8,22,21,20,4,44,0
6148,143461,182_08_07,PERU,0,TOTALS,PERU,200,9,30,30.0,8,26,30.8,1,4,25.0,5,19,26.3,2,5,7,6,24,25,16,2,24,1
6149,143474,182_08_07,ARGENTINA,0,TOTALS,ARGENTINA,200,41,76,53.9,36,53,67.9,5,23,21.7,13,30,43.3,22,15,37,16,17,13,21,6,100,0
